#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
chr	NC_017586.1	2501786	2502895	+	-	-	SCATT_RS11075	WP_014143116.1	369	AraC family transcriptional regulator
chr	NC_017586.1	2502912	2503985	-	-	-	SCATT_RS11080	WP_014143117.1	357	Zn-dependent alcohol dehydrogenase
chr	NC_017586.1	2503999	2505510	-	-	-	SCATT_RS11085	WP_014143118.1	503	aldehyde dehydrogenase
chr	NC_017586.1	2505507	2506658	-	-	-	SCATT_RS11090	WP_014143119.1	383	acyl-CoA dehydrogenase
chr	NC_017586.1	2506670	2507764	-	-	-	SCATT_RS11095	WP_014143120.1	364	KR domain-containing protein
chr	NC_017586.1	2507861	2508787	+	-	-	SCATT_RS11100	WP_014143121.1	308	cyclase family protein
chr	NC_017586.1	2509897	2510919	-	-	-	SCATT_RS11110	WP_014143123.1	340	acyl-CoA dehydrogenase
chr	NC_017586.1	2510924	2512075	-	-	-	SCATT_RS11115	WP_014143124.1	383	acyl-CoA dehydrogenase
chr	NC_017586.1	2512088	2513269	-	-	-	SCATT_RS11120	WP_041825069.1	393	amidohydrolase
chr	NC_017586.1	2513587	2515137	+	-	-	SCATT_RS11125	WP_014143126.1	516	hypothetical protein
chr	NC_017586.1	2515245	2516084	-	-	mca	SCATT_RS11130	WP_014143127.1	279	mycothiol conjugate amidase Mca
chr	NC_017586.1	2516291	2517703	-	-	-	SCATT_RS11135	WP_014143128.1	470	MFS transporter
chr	NC_017586.1	2517938	2518561	+	-	-	SCATT_RS11140	WP_014143129.1	207	TetR family transcriptional regulator
chr	NC_017586.1	2518793	2519167	-	-	-	SCATT_RS11145	WP_014143130.1	124	anti-sigma factor antagonist
chr	NC_017586.1	2519455	2520036	+	-	-	SCATT_RS11150	WP_014143131.1	193	DNA-directed RNA polymerase sigma-70 factor
chr	NC_017586.1	2520033	2521424	+	-	-	SCATT_RS11155	WP_014143132.1	463	maleylpyruvate isomerase family mycothiol-dependent enzyme
chr	NC_017586.1	2521724	2522611	-	-	purU	SCATT_RS11160	WP_042507567.1	295	formyltetrahydrofolate deformylase
chr	NC_017586.1	2522678	2523178	-	-	-	SCATT_RS11165	WP_014627854.1	166	hypothetical protein
chr	NC_017586.1	2523327	2524568	+	-	-	SCATT_RS11170	WP_014143135.1	413	hypothetical protein
chr	NC_017586.1	2524642	2526225	-	-	-	SCATT_RS11175	WP_014143136.1	527	hypothetical protein
chr	NC_017586.1	2526533	2527915	-	-	-	SCATT_RS11180	WP_014143138.1	460	hypothetical protein
chr	NC_017586.1	2528180	2528860	+	-	-	SCATT_RS11185	WP_014143139.1	226	DNA primase
chr	NC_017586.1	2529008	2529814	+	-	-	SCATT_RS11190	WP_014143140.1	268	ABC transporter ATP-binding protein
chr	NC_017586.1	2529811	2531469	+	-	-	SCATT_RS11195	WP_014143141.1	552	hypothetical protein
chr	NC_017586.1	2531736	2532428	-	-	-	SCATT_RS11200	WP_014143142.1	230	metal-dependent transcriptional regulator
chr	NC_017586.1	2532568	2533359	+	-	-	SCATT_RS11205	WP_014143143.1	263	SIS domain-containing protein
chr	NC_017586.1	2533372	2534697	-	-	-	SCATT_RS11210	WP_014627857.1	441	PAS domain S-box protein
chr	NC_017586.1	2535054	2535680	-	-	pdxH	SCATT_RS11215	WP_014143145.1	208	pyridoxamine 5\'-phosphate oxidase
chr	NC_017586.1	2536120	2537220	+	-	-	SCATT_RS11220	WP_014143146.1	366	citrate synthase 2
chr	NC_017586.1	2537276	2540098	-	-	-	SCATT_RS11225	WP_014143147.1	940	FAD-binding oxidoreductase
chr	NC_017586.1	2540184	2541302	+	-	-	SCATT_RS11230	WP_014143148.1	372	phosphoserine transaminase
chr	NC_017586.1	2541362	2541949	-	-	-	SCATT_RS11235	WP_014143149.1	195	ATP-binding protein
chr	NC_017586.1	2542152	2543015	+	-	-	SCATT_RS11240	WP_014627860.1	287	XRE family transcriptional regulator
chr	NC_017586.1	2543018	2543248	+	-	-	SCATT_RS11245	WP_014143151.1	76	DUF397 domain-containing protein
chr	NC_017586.1	2543282	2544322	+	-	-	SCATT_RS11250	WP_014143152.1	346	hypothetical protein
chr	NC_017586.1	2544621	2545016	+	-	-	SCATT_RS11255	WP_014143153.1	131	ATP-binding protein
chr	NC_017586.1	2545086	2546069	+	-	-	SCATT_RS11260	WP_041824640.1	327	aldo/keto reductase
chr	NC_017586.1	2546205	2546783	-	-	-	SCATT_RS11265	WP_041825071.1	192	RNA 2\',3\'-cyclic phosphodiesterase
chr	NC_017586.1	2546822	2548180	-	-	-	SCATT_RS11270	WP_014143157.1	452	MFS transporter
chr	NC_017586.1	2548245	2548703	-	-	-	SCATT_RS11275	WP_014143159.1	152	MarR family transcriptional regulator
chr	NC_017586.1	2548844	2549038	+	-	-	SCATT_RS11280	WP_014143160.1	64	hypothetical protein
chr	NC_017586.1	2549074	2550531	-	-	-	SCATT_RS11285	WP_014143161.1	485	NCS2 family permease
chr	NC_017586.1	2550780	2551034	+	-	-	SCATT_RS11290	WP_014143162.1	84	DUF2530 domain-containing protein, partial
chr	NC_017586.1	2551762	2554065	+	-	-	SCATT_RS11295	WP_014143163.1	767	magnesium-transporting ATPase
chr	NC_017586.1	2554089	2557205	-	-	-	SCATT_RS11300	WP_014143164.1	1038	hypothetical protein
chr	NC_017586.1	2557480	2557821	+	-	-	SCATT_RS36280	WP_014143165.1	113	hypothetical protein
chr	NC_017586.1	2557958	2558845	-	-	-	SCATT_RS11305	WP_014143166.1	295	DUF3027 domain-containing protein
chr	NC_017586.1	2559251	2560615	+	-	-	SCATT_RS11310	WP_014143167.1	454	MFS transporter
chr	NC_017586.1	2560780	2561247	+	-	-	SCATT_RS11315	WP_014627869.1	155	hypothetical protein
chr	NC_017586.1	2561262	2562053	+	-	-	SCATT_RS11320	WP_014143169.1	263	futalosine hydrolase
chr	NC_017586.1	2562046	2562930	+	-	-	SCATT_RS11325	WP_014143170.1	294	1,4-dihydroxy-6-naphthoate synthase
chr	NC_017586.1	2562972	2563355	-	-	-	SCATT_RS11330	WP_014143171.1	127	cold-shock protein
chr	NC_017586.1	2563563	2563808	+	-	-	SCATT_RS11335	WP_014143172.1	81	hypothetical protein
chr	NC_017586.1	2563823	2564458	-	-	-	SCATT_RS11340	WP_014627872.1	211	HAD family hydrolase
chr	NC_017586.1	2564529	2565488	-	-	-	SCATT_RS11345	WP_014143174.1	319	hypothetical protein
chr	NC_017586.1	2565643	2568186	+	-	-	SCATT_RS11350	WP_014143175.1	847	WYL domain-containing protein
chr	NC_017586.1	2568193	2568774	-	-	-	SCATT_RS11355	WP_014143176.1	193	Uma2 family endonuclease
chr	NC_017586.1	2568898	2570550	+	-	-	SCATT_RS11360	WP_014143177.1	550	helicase
chr	NC_017586.1	2570499	2571812	-	-	-	SCATT_RS11365	WP_078590692.1	437	DUF2029 domain-containing protein
chr	NC_017586.1	2571904	2572155	-	-	-	SCATT_RS11370	WP_014143179.1	83	hypothetical protein
chr	NC_017586.1	2572549	2574666	+	-	-	SCATT_RS11375	WP_014143181.1	705	ATPase AAA
chr	NC_017586.1	2574727	2575449	-	-	-	SCATT_RS11380	WP_041824644.1	240	copper homeostasis protein CutC
chr	NC_017586.1	2575519	2576184	+	-	-	SCATT_RS11385	WP_014143183.1	221	HD domain-containing protein
chr	NC_017586.1	2576655	2578007	+	-	-	SCATT_RS35655	WP_014627876.1	450	hypothetical protein
chr	NC_017586.1	2578355	2578828	-	-	-	SCATT_RS11395	WP_014143185.1	157	hypothetical protein
chr	NC_017586.1	2578847	2580070	-	-	-	SCATT_RS11400	WP_078590696.1	407	XRE family transcriptional regulator
chr	NC_017586.1	2581247	2581579	-	-	-	SCATT_RS11405	WP_014143188.1	110	hypothetical protein
chr	NC_017586.1	2581726	2582559	+	-	-	SCATT_RS11410	WP_014143189.1	277	MurR/RpiR family transcriptional regulator
chr	NC_017586.1	2582595	2583560	+	-	murQ	SCATT_RS11415	WP_014143190.1	321	N-acetylmuramic acid 6-phosphate etherase
chr	NC_017586.1	2583646	2585280	-	-	groL	SCATT_RS11420	WP_014143191.1	544	chaperonin GroEL
chr	NC_017586.1	2585611	2585814	-	-	-	SCATT_RS11425	WP_010035953.1	67	MULTISPECIES: cold-shock protein
chr	NC_017586.1	2586472	2586750	-	-	-	SCATT_RS11430	WP_014143193.1	92	MoaD/ThiS family protein
chr	NC_017586.1	2586747	2588027	-	-	-	SCATT_RS11435	WP_014143194.1	426	threonine synthase
chr	NC_017586.1	2588420	2589388	+	-	-	SCATT_RS11440	WP_014143196.1	322	glucosyl-3-phosphoglycerate synthase
chr	NC_017586.1	2589520	2590971	+	-	-	SCATT_RS11445	WP_014143197.1	483	trehalose-6-phosphate synthase
chr	NC_017586.1	2590978	2591838	-	-	otsB	SCATT_RS11450	WP_014143198.1	286	trehalose-phosphatase
chr	NC_017586.1	2591892	2592200	-	-	-	SCATT_RS11455	WP_014143199.1	102	DUF3263 domain-containing protein
chr	NC_017586.1	2592215	2593504	-	-	-	SCATT_RS11460	WP_014143200.1	429	sugar ABC transporter substrate-binding protein
chr	NC_017586.1	2594369	2595301	+	-	-	SCATT_RS11465	WP_078590697.1	310	ROK family protein
chr	NC_017586.1	2595301	2596464	+	-	nagA	SCATT_RS11470	WP_014143202.1	387	N-acetylglucosamine-6-phosphate deacetylase
chr	NC_017586.1	2596592	2597524	+	-	-	SCATT_RS11475	WP_014143203.1	310	sugar kinase
chr	NC_017586.1	2597554	2598405	+	-	-	SCATT_RS11480	WP_014143204.1	283	ketose-bisphosphate aldolase
chr	NC_017586.1	2598415	2599290	-	-	-	SCATT_RS11485	WP_014143205.1	291	hypothetical protein
chr	NC_017586.1	2599414	2601051	-	-	-	SCATT_RS11490	WP_014143206.1	545	PAS domain S-box protein
chr	NC_017586.1	2601425	2601970	+	-	-	SCATT_RS11495	WP_086010093.1	181	flavin reductase
chr	NC_017586.1	2601984	2602412	-	-	-	SCATT_RS11500	WP_014143209.1	142	aminoacyl-tRNA hydrolase
chr	NC_017586.1	2602566	2603141	+	-	-	SCATT_RS11505	WP_014143210.1	191	TerD family protein
chr	NC_017586.1	2603244	2604212	+	-	-	SCATT_RS11510	WP_014143211.1	322	oxidoreductase
chr	NC_017586.1	2604251	2604739	+	-	-	SCATT_RS11515	WP_014143212.1	162	hypothetical protein
chr	NC_017586.1	2604798	2605403	+	-	-	SCATT_RS11520	WP_014143213.1	201	lytic transglycosylase domain-containing protein
chr	NC_017586.1	2605488	2606483	-	-	-	SCATT_RS11525	WP_014627887.1	331	hypothetical protein
chr	NC_017586.1	2606702	2609524	-	-	-	SCATT_RS11530	WP_014143215.1	940	helix-turn-helix transcriptional regulator
chr	NC_017586.1	2609664	2610029	+	-	-	SCATT_RS11535	WP_014143216.1	121	nuclear transport factor 2 family protein
chr	NC_017586.1	2610403	2611887	+	-	-	SCATT_RS11540	WP_014143217.1	494	MFS transporter
chr	NC_017586.1	2612038	2613063	+	-	-	SCATT_RS11545	WP_014143218.1	341	rod shape-determining protein
chr	NC_017586.1	2613168	2613662	+	-	-	SCATT_RS11550	WP_014143219.1	164	hypothetical protein
chr	NC_017586.1	2613916	2615262	+	-	-	SCATT_RS11555	WP_014143220.1	448	hydrolase
chr	NC_017586.1	2615300	2615593	+	-	-	SCATT_RS11560	WP_014143221.1	97	hypothetical protein
chr	NC_017586.1	2615723	2616031	-	-	-	SCATT_RS11565	WP_014143222.1	102	hypothetical protein
chr	NC_017586.1	2616264	2617250	+	-	rfbB	SCATT_RS11570	WP_014143223.1	328	dTDP-glucose 4,6-dehydratase
chr	NC_017586.1	2617634	2618749	+	-	-	SCATT_RS11580	WP_014143224.1	371	sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC
chr	NC_017586.1	2618938	2619369	+	-	-	SCATT_RS11585	WP_014627891.1	143	hypothetical protein
chr	NC_017586.1	2619503	2620270	+	-	-	SCATT_RS11590	WP_014143226.1	255	nucleotidyltransferase family protein
chr	NC_017586.1	2620348	2622108	-	-	-	SCATT_RS11595	WP_078590699.1	586	DoxX family membrane protein
chr	NC_017586.1	2622265	2623227	-	-	-	SCATT_RS11600	WP_014143228.1	320	23S rRNA (guanosine(2251)-2\'-O)-methyltransferase RlmB
chr	NC_017586.1	2623309	2624709	-	-	-	SCATT_RS11605	WP_014143229.1	466	cysteine--tRNA ligase
chr	NC_017586.1	2624835	2625242	-	-	-	SCATT_RS11610	WP_014143230.1	135	PPOX class F420-dependent oxidoreductase
chr	NC_017586.1	2625360	2625878	-	-	-	SCATT_RS11615	WP_014143231.1	172	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
chr	NC_017586.1	2625868	2626647	-	-	-	SCATT_RS11620	WP_086010112.1	259	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
chr	NC_017586.1	2627025	2627507	-	-	-	SCATT_RS11625	WP_014143233.1	160	CarD family transcriptional regulator
chr	NC_017586.1	2628287	2628943	+	-	-	SCATT_RS11630	WP_014143234.1	218	hypothetical protein
chr	NC_017586.1	2629022	2629702	-	-	-	SCATT_RS11635	WP_014143235.1	226	DNA-binding response regulator
chr	NC_017586.1	2629699	2631060	-	-	-	SCATT_RS11640	WP_014143236.1	453	two-component sensor histidine kinase
chr	NC_017586.1	2631297	2631980	+	-	phoU	SCATT_RS11645	WP_014143237.1	227	phosphate transport system regulatory protein PhoU
chr	NC_017586.1	2632765	2633436	+	-	-	SCATT_RS11650	WP_014143239.1	223	hypothetical protein
chr	NC_017586.1	2633525	2634046	+	-	-	SCATT_RS11655	WP_014143240.1	173	hypothetical protein
chr	NC_017586.1	2634154	2634639	+	-	-	SCATT_RS35660	WP_014627899.1	161	hypothetical protein
chr	NC_017586.1	2634833	2635597	-	-	-	SCATT_RS11665	WP_014143242.1	254	phosphoglyceromutase
chr	NC_017586.1	2635711	2636988	+	-	-	SCATT_RS11670	WP_014143243.1	425	MFS transporter
chr	NC_017586.1	2637010	2637492	-	-	-	SCATT_RS11675	WP_014143244.1	160	YbjN domain-containing protein
chr	NC_017586.1	2637539	2638873	-	-	mshA	SCATT_RS11680	WP_014143245.1	444	D-inositol-3-phosphate glycosyltransferase
chr	NC_017586.1	2639362	2640216	+	-	-	SCATT_RS11685	WP_042507568.1	284	hypothetical protein
chr	NC_017586.1	2640191	2641291	+	-	-	SCATT_RS11690	WP_014143247.1	366	NlpC/P60 family protein
chr	NC_017586.1	2641645	2643063	+	-	-	SCATT_RS11695	WP_014143248.1	472	serine/threonine-protein phosphatase
chr	NC_017586.1	2643161	2643517	-	-	-	SCATT_RS11700	WP_014143249.1	118	DUF2516 domain-containing protein
chr	NC_017586.1	2643626	2644189	-	-	-	SCATT_RS11705	WP_014143250.1	187	hypothetical protein
chr	NC_017586.1	2644252	2644839	-	-	-	SCATT_RS11710	WP_014627903.1	195	XRE family transcriptional regulator
chr	NC_017586.1	2645170	2646042	+	-	-	SCATT_RS11715	WP_014143251.1	290	class I SAM-dependent methyltransferase
chr	NC_017586.1	2646080	2646499	-	-	-	SCATT_RS11720	WP_014143252.1	139	arsenate reductase ArsC
chr	NC_017586.1	2646483	2647598	-	-	arsB	SCATT_RS11725	WP_014143253.1	371	arsenical-resistance protein
chr	NC_017586.1	2647595	2647990	-	-	-	SCATT_RS11730	WP_014143254.1	131	transcriptional regulator
chr	NC_017586.1	2648071	2648508	+	-	-	SCATT_RS11735	WP_014143255.1	145	glyoxalase/bleomycin resistance/dioxygenase family protein
chr	NC_017586.1	2648477	2649175	+	-	-	SCATT_RS11740	WP_014143256.1	232	TetR/AcrR family transcriptional regulator
chr	NC_017586.1	2649197	2651053	-	-	-	SCATT_RS11745	WP_014143257.1	618	DUF2079 domain-containing protein
chr	NC_017586.1	2651368	2652408	-	-	-	SCATT_RS11750	WP_014143258.1	346	aspartate-semialdehyde dehydrogenase
chr	NC_017586.1	2652436	2653392	-	-	-	SCATT_RS11755	WP_014143259.1	318	dihydrodipicolinate synthase
chr	NC_017586.1	2653622	2654374	-	-	-	SCATT_RS11760	WP_014143260.1	250	nucleoside-diphosphate sugar epimerase
chr	NC_017586.1	2654488	2654871	-	-	-	SCATT_RS11765	WP_014143261.1	127	hypothetical protein
chr	NC_017586.1	2654654	2655220	-	-	-	SCATT_RS36305	WP_014143262.1	188	flavodoxin family protein
chr	NC_017586.1	2655344	2655790	+	-	-	SCATT_RS11770	WP_014143263.1	148	Transcriptional regulator, LysR family (fragment), partial
chr	NC_017586.1	2655824	2656249	+	-	-	SCATT_RS11775	WP_014143264.1	141	LysR family transcriptional regulator
chr	NC_017586.1	2656268	2656993	-	-	-	SCATT_RS11780	WP_014143265.1	241	SDR family NAD(P)-dependent oxidoreductase
chr	NC_017586.1	2657092	2657997	+	-	-	SCATT_RS11785	WP_014143266.1	301	LysR family transcriptional regulator
chr	NC_017586.1	2658058	2658339	+	-	-	SCATT_RS11790	WP_014143267.1	93	hypothetical protein
chr	NC_017586.1	2658532	2659074	-	-	-	SCATT_RS11795	WP_014143268.1	180	DUF3291 domain-containing protein
chr	NC_017586.1	2659346	2659879	-	-	-	SCATT_RS35665	WP_041824660.1	177	hypothetical protein
chr	NC_017586.1	2659967	2660155	-	-	-	SCATT_RS11805	WP_014143270.1	62	hypothetical protein
chr	NC_017586.1	2660310	2660501	+	-	-	SCATT_RS11810	WP_014627913.1	63	hypothetical protein
chr	NC_017586.1	2660827	2661375	-	-	-	SCATT_RS36310	WP_014143273.1	182	hypothetical protein
chr	NC_017586.1	2661357	2662859	-	-	-	SCATT_RS11815	WP_014143274.1	500	peptidoglycan-binding protein LysM
chr	NC_017586.1	2663573	2664765	-	-	-	SCATT_RS11820	WP_086010087.1	397	IS3 family transposase
chr	NC_017586.1	2666334	2666585	-	-	-	SCATT_RS11840	WP_014143278.1	83	DUF397 domain-containing protein
chr	NC_017586.1	2666582	2667391	-	-	-	SCATT_RS11845	WP_014143279.1	269	XRE family transcriptional regulator
chr	NC_017586.1	2667474	2668244	+	-	-	SCATT_RS11850	WP_014626964.1	256	IS5/IS1182 family transposase
chr	NC_017586.1	2668361	2669029	-	-	-	SCATT_RS11855	WP_014143280.1	222	hypothetical protein
chr	NC_017586.1	2669253	2670221	-	-	-	SCATT_RS11860	WP_014143281.1	322	asparaginase
chr	NC_017586.1	2670300	2670932	-	-	-	SCATT_RS11865	WP_014143282.1	210	hypothetical protein
chr	NC_017586.1	2671059	2671484	+	-	-	SCATT_RS11870	WP_014143283.1	141	D-tyrosyl-tRNA(Tyr) deacylase
chr	NC_017586.1	2671500	2672468	-	-	-	SCATT_RS11875	WP_014143284.1	322	folate-binding protein
chr	NC_017586.1	2672521	2672952	-	-	-	SCATT_RS11880	WP_014143285.1	143	transcriptional repressor
chr	NC_017586.1	2673009	2673572	-	-	-	SCATT_RS11885	WP_014143286.1	187	FABP family protein
chr	NC_017586.1	2673625	2673723	-	-	-	SCATT_RS37680	WP_086010113.1	32	hypothetical protein
chr	NC_017586.1	2673815	2674177	+	-	-	SCATT_RS11895	WP_014143288.1	120	hypothetical protein
chr	NC_017586.1	2674190	2674519	-	-	-	SCATT_RS11900	WP_014143289.1	109	DUF3099 domain-containing protein
chr	NC_017586.1	2674621	2674908	-	-	-	SCATT_RS11905	WP_014143290.1	95	DUF1416 domain-containing protein
chr	NC_017586.1	2674943	2675782	-	-	-	SCATT_RS11910	WP_014143291.1	279	sulfurtransferase
chr	NC_017586.1	2676302	2677033	-	-	-	SCATT_RS11915	WP_014143292.1	243	DUF2993 domain-containing protein
chr	NC_017586.1	2677089	2678351	-	-	-	SCATT_RS37685	WP_014627920.1	420	hypothetical protein
chr	NC_017586.1	2678362	2678649	-	-	-	SCATT_RS11925	WP_014627921.1	95	thiamine biosynthesis protein ThiS
chr	NC_017586.1	2678763	2679632	-	-	-	SCATT_RS11930	WP_014627922.1	289	alpha/beta hydrolase
chr	NC_017586.1	2679905	2680732	+	-	-	SCATT_RS11935	WP_014143296.1	275	DNA-binding response regulator
chr	NC_017586.1	2680743	2681765	+	-	-	SCATT_RS11940	WP_014143297.1	340	LacI family transcriptional regulator
chr	NC_017586.1	2682077	2683099	+	-	-	SCATT_RS11945	WP_014143299.1	340	serine protease
chr	NC_017586.1	2683337	2684077	+	-	-	SCATT_RS11950	WP_041824668.1	246	DNA-binding response regulator
chr	NC_017586.1	2684074	2685459	+	-	-	SCATT_RS11955	WP_014143301.1	461	sensor histidine kinase
chr	NC_017586.1	2685508	2686440	+	-	mshD	SCATT_RS11960	WP_014143302.1	310	mycothiol synthase
chr	NC_017586.1	2686559	2686855	+	-	-	SCATT_RS11965	WP_014143303.1	98	hypothetical protein
chr	NC_017586.1	2686857	2688197	+	-	-	SCATT_RS11970	WP_014143304.1	446	hypothetical protein
chr	NC_017586.1	2688214	2689137	+	-	-	SCATT_RS11975	WP_014143305.1	307	hypothetical protein
chr	NC_017586.1	2689134	2689844	+	-	-	SCATT_RS11980	WP_014143306.1	236	hypothetical protein
chr	NC_017586.1	2689801	2691168	+	-	-	SCATT_RS11985	WP_014143307.1	455	hypothetical protein
chr	NC_017586.1	2691168	2691833	+	-	-	SCATT_RS11990	WP_014143308.1	221	hypothetical protein
chr	NC_017586.1	2691811	2692458	+	-	-	SCATT_RS11995	WP_014143309.1	215	hypothetical protein
chr	NC_017586.1	2692515	2693438	+	-	-	SCATT_RS12000	WP_014143310.1	307	hypothetical protein
chr	NC_017586.1	2693477	2694220	+	-	-	SCATT_RS12005	WP_014143311.1	247	hypothetical protein
chr	NC_017586.1	2694337	2696565	+	-	-	SCATT_RS12010	WP_078590701.1	742	RNA degradosome polyphosphate kinase
chr	NC_017586.1	2696546	2697565	+	-	-	SCATT_RS12015	WP_014143313.1	339	CHAD domain-containing protein
chr	NC_017586.1	2697588	2698007	+	-	-	SCATT_RS12020	WP_014143314.1	139	NUDIX hydrolase
chr	NC_017586.1	2698236	2699369	+	-	pstS	SCATT_RS12025	WP_014143315.1	377	phosphate ABC transporter substrate-binding protein PstS
chr	NC_017586.1	2699470	2700450	+	-	pstC	SCATT_RS12030	WP_014143316.1	326	phosphate ABC transporter permease subunit PstC
chr	NC_017586.1	2700447	2701520	+	-	pstA	SCATT_RS12035	WP_014143317.1	357	phosphate ABC transporter permease PtsA
chr	NC_017586.1	2701551	2702330	+	-	-	SCATT_RS12040	WP_014143318.1	259	phosphate ABC transporter ATP-binding protein
chr	NC_017586.1	2702457	2703449	-	-	-	SCATT_RS12045	WP_014143319.1	330	inorganic phosphate transporter
chr	NC_017586.1	2703455	2704075	-	-	-	SCATT_RS12050	WP_014627931.1	206	DUF47 domain-containing protein
chr	NC_017586.1	2704290	2704655	+	-	-	SCATT_RS12055	WP_014143321.1	121	metal-sensitive transcriptional regulator
chr	NC_017586.1	2705826	2706617	-	-	-	SCATT_RS12065	WP_014143323.1	263	hypothetical protein
chr	NC_017586.1	2706711	2706920	+	-	-	SCATT_RS12070	WP_014143324.1	69	hypothetical protein
chr	NC_017586.1	2706917	2707858	+	-	-	SCATT_RS12075	WP_014143325.1	313	carbohydrate kinase
chr	NC_017586.1	2707876	2708571	-	-	-	SCATT_RS12080	WP_014143326.1	231	phosphatase PAP2 family protein
chr	NC_017586.1	2708828	2709868	-	-	-	SCATT_RS12085	WP_014143327.1	346	peptidase P60
chr	NC_017586.1	2710117	2710425	+	-	-	SCATT_RS12090	WP_041825083.1	102	hypothetical protein
chr	NC_017586.1	2710516	2711361	+	-	-	SCATT_RS12095	WP_014143329.1	281	hypothetical protein
chr	NC_017586.1	2711351	2712643	+	-	-	SCATT_RS12100	WP_014143330.1	430	hypothetical protein
chr	NC_017586.1	2712640	2714166	+	-	-	SCATT_RS12105	WP_014143331.1	508	hypothetical protein
chr	NC_017586.1	2714178	2715563	+	-	-	SCATT_RS12110	WP_014143332.1	461	ATP/GTP-binding protein
chr	NC_017586.1	2715577	2717121	+	-	-	SCATT_RS12115	WP_014143333.1	514	membrane protein
chr	NC_017586.1	2717150	2717680	-	-	-	SCATT_RS12120	WP_014143334.1	176	N-acetyltransferase
chr	NC_017586.1	2722979	2723218	+	-	-	SCATT_RS35675	WP_050990295.1	79	hypothetical protein
chr	NC_017586.1	2723643	2724641	+	-	trpS	SCATT_RS12140	WP_014143336.1	332	tryptophan--tRNA ligase
chr	NC_017586.1	2724656	2725465	-	-	proC	SCATT_RS12145	WP_014143337.1	269	pyrroline-5-carboxylate reductase
chr	NC_017586.1	2725568	2726065	-	-	-	SCATT_RS12150	WP_014143338.1	165	membrane protein
chr	NC_017586.1	2726130	2727968	-	-	-	SCATT_RS12155	WP_014627940.1	612	dihydroxy-acid dehydratase
chr	NC_017586.1	2728458	2729294	-	-	-	SCATT_RS12160	WP_014143340.1	278	sugar phosphate isomerase/epimerase
chr	NC_017586.1	2729385	2730320	-	-	-	SCATT_RS12165	WP_014143341.1	311	Ppx/GppA family phosphatase
chr	NC_017586.1	2730394	2731209	+	-	-	SCATT_RS12170	WP_042507570.1	271	hypothetical protein
chr	NC_017586.1	2731224	2732861	-	-	-	SCATT_RS12175	WP_014627943.1	545	sigma-70 family RNA polymerase sigma factor
chr	NC_017586.1	2733108	2734532	+	-	-	SCATT_RS12180	WP_014143345.1	474	DNA repair protein RadA
chr	NC_017586.1	2734701	2735786	+	-	-	SCATT_RS12185	WP_041825084.1	361	DNA integrity scanning protein DisA
chr	NC_017586.1	2735860	2736651	-	-	-	SCATT_RS12190	WP_014143347.1	263	hypothetical protein
chr	NC_017586.1	2738064	2738720	+	-	-	SCATT_RS12200	WP_014143350.1	218	SigE family RNA polymerase sigma factor
chr	NC_017586.1	2738708	2739295	+	-	-	SCATT_RS12205	WP_014143351.1	195	hypothetical protein
chr	NC_017586.1	2739288	2739983	+	-	-	SCATT_RS12210	WP_014143352.1	231	DNA-binding response regulator
chr	NC_017586.1	2740007	2741332	+	-	-	SCATT_RS12215	WP_014143353.1	441	sensor histidine kinase
chr	NC_017586.1	2741340	2742875	-	-	-	SCATT_RS12220	WP_014143354.1	511	MFS transporter
chr	NC_017586.1	2743137	2745668	-	-	-	SCATT_RS12225	WP_014627946.1	843	ATP-dependent Clp protease ATP-binding subunit
chr	NC_017586.1	2746158	2746784	+	-	-	SCATT_RS12230	WP_014143356.1	208	hypothetical protein
chr	NC_017586.1	2746860	2747195	-	-	-	SCATT_RS12235	WP_014143357.1	111	Lsr2 family protein
chr	NC_017586.1	2747365	2747892	-	-	-	SCATT_RS12240	WP_078590707.1	175	amino-acid N-acetyltransferase
chr	NC_017586.1	2747902	2748309	-	-	-	SCATT_RS12245	WP_078590709.1	135	CopY family transcriptional repressor
chr	NC_017586.1	2748355	2748543	-	-	-	SCATT_RS12250	WP_014143361.1	62	hypothetical protein
chr	NC_017586.1	2748646	2749401	-	-	-	SCATT_RS12255	WP_014143362.1	251	hypothetical protein
chr	NC_017586.1	2749528	2750325	-	-	-	SCATT_RS12260	WP_014143363.1	265	type III pantothenate kinase
chr	NC_017586.1	2750329	2751387	-	-	-	SCATT_RS12265	WP_014143364.1	352	nicotinate-nucleotide diphosphorylase (carboxylating)
chr	NC_017586.1	2751387	2753078	-	-	-	SCATT_RS12270	WP_014143365.1	563	L-aspartate oxidase
chr	NC_017586.1	2753075	2753980	-	-	-	SCATT_RS12275	WP_014143366.1	301	pantoate--beta-alanine ligase
chr	NC_017586.1	2753977	2754906	-	-	-	SCATT_RS12280	WP_014627949.1	309	oxidoreductase
chr	NC_017586.1	2755193	2756677	-	-	-	SCATT_RS12285	WP_014143368.1	494	MFS transporter
chr	NC_017586.1	2756846	2757448	+	-	-	SCATT_RS12290	WP_014143369.1	200	hypothetical protein
chr	NC_017586.1	2757510	2758424	-	-	-	SCATT_RS12295	WP_014143370.1	304	IS982 family transposase
