#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
Un	NZ_JODY01000005.1	70645	71628	-	-	-	IF23_RS0107415	WP_051739360.1	327	ketoacyl-ACP synthase III
Un	NZ_JODY01000005.1	71641	71895	-	-	-	IF23_RS0107420	WP_051739362.1	84	hypothetical protein
Un	NZ_JODY01000005.1	72154	73116	-	-	-	IF23_RS0107425	WP_030281087.1	320	quinone oxidoreductase
Un	NZ_JODY01000005.1	73119	74189	-	-	-	IF23_RS0107430	WP_037677617.1	356	ketoacyl-ACP synthase III
Un	NZ_JODY01000005.1	74481	75329	-	-	-	IF23_RS0107435	WP_030281090.1	282	hypothetical protein
Un	NZ_JODY01000005.1	75326	75955	-	-	-	IF23_RS0107440	WP_030281092.1	209	hypothetical protein
Un	NZ_JODY01000005.1	76015	76803	-	-	-	IF23_RS31925	WP_051739364.1	262	hypothetical protein
Un	NZ_JODY01000005.1	78348	79343	-	-	-	IF23_RS0107455	WP_051739366.1	331	acyl-CoA dehydrogenase
Un	NZ_JODY01000005.1	79340	80506	-	-	-	IF23_RS0107460	WP_030281098.1	388	acyl-CoA dehydrogenase
Un	NZ_JODY01000005.1	80535	81362	-	-	-	IF23_RS0107465	WP_051739369.1	275	enoyl-CoA hydratase/isomerase family protein
Un	NZ_JODY01000005.1	81406	82587	-	-	-	IF23_RS0107470	WP_030281101.1	393	CoA transferase
Un	NZ_JODY01000005.1	82709	83629	+	-	-	IF23_RS0107475	WP_030281103.1	306	LysR family transcriptional regulator
Un	NZ_JODY01000005.1	83632	84621	-	-	-	IF23_RS0107480	WP_078653841.1	329	LysR family transcriptional regulator
Un	NZ_JODY01000005.1	84807	86087	+	-	-	IF23_RS0107485	WP_051739371.1	426	phosphonoacetate hydrolase
Un	NZ_JODY01000005.1	86289	87599	+	-	-	IF23_RS0107490	WP_078653842.1	436	MFS transporter
Un	NZ_JODY01000005.1	87646	88785	+	-	-	IF23_RS0107495	WP_030281109.1	379	TIGR03364 family FAD-dependent oxidoreductase
Un	NZ_JODY01000005.1	88847	90331	-	-	-	IF23_RS0107500	WP_051739373.1	494	aldehyde dehydrogenase
Un	NZ_JODY01000005.1	90473	92332	-	-	-	IF23_RS0107505	WP_051739403.1	619	VCBS repeat-containing protein
Un	NZ_JODY01000005.1	92630	93187	+	-	-	IF23_RS0107510	WP_030281112.1	185	carboxymuconolactone decarboxylase family protein
Un	NZ_JODY01000005.1	93184	94050	+	-	-	IF23_RS0107515	WP_030281113.1	288	RNA polymerase sigma-70 factor
Un	NZ_JODY01000005.1	94060	95577	-	-	-	IF23_RS0107520	WP_037677619.1	505	endoglycoceramidase
Un	NZ_JODY01000005.1	95812	96246	+	-	-	IF23_RS0107525	WP_030281117.1	144	cupin
Un	NZ_JODY01000005.1	96320	97165	-	-	-	IF23_RS0107530	WP_030281119.1	281	alpha/beta hydrolase
Un	NZ_JODY01000005.1	97162	98097	-	-	-	IF23_RS0107535	WP_030281121.1	311	biphenyl 2,3-dioxygenase
Un	NZ_JODY01000005.1	98148	99644	-	-	-	IF23_RS0107540	WP_030281124.1	498	monooxygenase
Un	NZ_JODY01000005.1	99852	100502	+	-	-	IF23_RS0107545	WP_030281126.1	216	TetR/AcrR family transcriptional regulator
Un	NZ_JODY01000005.1	100542	101567	-	-	-	IF23_RS0107550	WP_030281129.1	341	4-hydroxy-2-oxovalerate aldolase
Un	NZ_JODY01000005.1	101567	102514	-	-	-	IF23_RS0107555	WP_030281131.1	315	acetaldehyde dehydrogenase (acetylating)
Un	NZ_JODY01000005.1	102511	103335	-	-	-	IF23_RS0107560	WP_030281133.1	274	2-keto-4-pentenoate hydratase
Un	NZ_JODY01000005.1	103416	104195	+	-	-	IF23_RS0107565	WP_030281135.1	259	IclR family transcriptional regulator
Un	NZ_JODY01000005.1	104226	104987	-	-	-	IF23_RS0107570	WP_030281137.1	253	IclR family transcriptional regulator
Un	NZ_JODY01000005.1	105066	106274	+	-	-	IF23_RS0107575	WP_030281139.1	402	cupin domain-containing protein
Un	NZ_JODY01000005.1	106271	107104	+	-	-	IF23_RS0107580	WP_030281141.1	277	FAA hydrolase family protein
Un	NZ_JODY01000005.1	107104	107751	+	-	-	IF23_RS0107585	WP_030281143.1	215	maleylpyruvate isomerase family mycothiol-dependent enzyme
Un	NZ_JODY01000005.1	107786	109021	+	-	-	IF23_RS0107590	WP_037677666.1	411	FAD-binding protein
Un	NZ_JODY01000005.1	109115	110281	+	-	-	IF23_RS30990	WP_030281147.1	388	MBL fold metallo-hydrolase
Un	NZ_JODY01000005.1	110435	112375	+	-	-	IF23_RS0107600	WP_030281148.1	646	glycoside hydrolase
Un	NZ_JODY01000005.1	112408	113586	-	-	-	IF23_RS0107605	WP_030281150.1	392	epoxide hydrolase
Un	NZ_JODY01000005.1	113693	114268	+	-	-	IF23_RS0107610	WP_030281152.1	191	hypothetical protein
Un	NZ_JODY01000005.1	114446	115153	+	-	-	IF23_RS0107615	WP_051739375.1	235	hypothetical protein
Un	NZ_JODY01000005.1	115478	115741	+	-	-	IF23_RS0107620	WP_030281156.1	87	acyl carrier protein
Un	NZ_JODY01000005.1	115768	116721	+	-	-	IF23_RS0107625	WP_051739406.1	317	ketoacyl-ACP synthase III
Un	NZ_JODY01000005.1	116771	117559	-	-	-	IF23_RS0107630	WP_030281161.1	262	TetR/AcrR family transcriptional regulator
Un	NZ_JODY01000005.1	117698	118939	+	-	-	IF23_RS0107635	WP_030281162.1	413	FAD-dependent oxidoreductase
Un	NZ_JODY01000005.1	119237	120802	+	-	-	IF23_RS0107640	WP_078653853.1	521	MFS transporter
Un	NZ_JODY01000005.1	120844	121812	+	-	-	IF23_RS0107645	WP_030281166.1	322	Lrp/AsnC family transcriptional regulator
Un	NZ_JODY01000005.1	121876	123222	+	-	-	IF23_RS0107650	WP_030281168.1	448	aminomethyl transferase family protein
Un	NZ_JODY01000005.1	123252	124124	+	-	-	IF23_RS0107655	WP_030281170.1	290	methylenetetrahydrofolate reductase
Un	NZ_JODY01000005.1	124292	124870	+	-	-	IF23_RS0107660	WP_030281172.1	192	hypothetical protein
Un	NZ_JODY01000005.1	124925	126043	-	-	-	IF23_RS0107665	WP_030281174.1	372	FAD-dependent monooxygenase
Un	NZ_JODY01000005.1	126097	126783	+	-	-	IF23_RS0107670	WP_037677677.1	228	TetR/AcrR family transcriptional regulator
Un	NZ_JODY01000005.1	126851	127069	-	-	-	IF23_RS0107675	WP_030281177.1	72	EF-hand domain-containing protein
Un	NZ_JODY01000005.1	127302	130367	+	-	-	IF23_RS0107680	WP_037677679.1	1021	amidohydrolase
Un	NZ_JODY01000005.1	130597	131559	+	-	-	IF23_RS0107685	WP_030281180.1	320	DUF4331 domain-containing protein
Un	NZ_JODY01000005.1	132104	132781	+	-	-	IF23_RS0107690	WP_030281182.1	225	HNH endonuclease
Un	NZ_JODY01000005.1	132778	133095	+	-	-	IF23_RS0107695	WP_037677622.1	105	hypothetical protein
Un	NZ_JODY01000005.1	133283	134428	+	-	-	IF23_RS0107700	WP_030281184.1	381	cytochrome P450
Un	NZ_JODY01000005.1	134747	135658	+	-	-	IF23_RS0107705	WP_078653843.1	303	LysR family transcriptional regulator
Un	NZ_JODY01000005.1	135756	136550	+	-	-	IF23_RS0107710	WP_030281187.1	264	precorrin-6A synthase (deacetylating)
Un	NZ_JODY01000005.1	136784	136981	-	-	-	IF23_RS0107715	WP_030281190.1	65	hypothetical protein
Un	NZ_JODY01000005.1	137557	138621	+	-	-	IF23_RS30995	WP_051739380.1	354	alpha/beta hydrolase
Un	NZ_JODY01000005.1	138782	139558	+	-	-	IF23_RS0107725	WP_030281193.1	258	VOC family protein
Un	NZ_JODY01000005.1	139741	140583	+	-	-	IF23_RS0107730	WP_037677627.1	280	SDR family NAD(P)-dependent oxidoreductase
Un	NZ_JODY01000005.1	140675	141640	+	-	-	IF23_RS0107735	WP_030281197.1	321	alpha/beta hydrolase
Un	NZ_JODY01000005.1	141701	142678	+	-	-	IF23_RS0107740	WP_030281200.1	325	hypothetical protein
Un	NZ_JODY01000005.1	142713	143459	-	-	-	IF23_RS0107745	WP_030281202.1	248	aminoglycoside phosphotransferase
Un	NZ_JODY01000005.1	143601	144653	-	-	-	IF23_RS0107750	WP_030281204.1	350	alcohol dehydrogenase
Un	NZ_JODY01000005.1	145315	146187	-	-	-	IF23_RS0107760	WP_078653844.1	290	RNA polymerase
Un	NZ_JODY01000005.1	146205	147017	-	-	-	IF23_RS0107765	WP_037677629.1	270	Thaumatin pathogenesis-like protein
Un	NZ_JODY01000005.1	147563	148609	+	-	-	IF23_RS0107770	WP_030281208.1	348	hypothetical protein
Un	NZ_JODY01000005.1	148836	150134	-	-	-	IF23_RS0107775	WP_078653845.1	432	MFS transporter
Un	NZ_JODY01000005.1	150245	151066	-	-	-	IF23_RS0107780	WP_030281212.1	273	HAD family phosphatase
Un	NZ_JODY01000005.1	151063	152202	-	-	-	IF23_RS0107785	WP_030281214.1	379	hypothetical protein
Un	NZ_JODY01000005.1	152199	153635	-	-	-	IF23_RS0107790	WP_051739382.1	478	dihydropyrimidinase
Un	NZ_JODY01000005.1	153632	154597	-	-	-	IF23_RS0107795	WP_030281218.1	321	hypothetical protein
Un	NZ_JODY01000005.1	154594	155376	-	-	-	IF23_RS0107800	WP_078653846.1	260	hypothetical protein
Un	NZ_JODY01000005.1	155340	156458	-	-	-	IF23_RS0107805	WP_051739384.1	372	o-succinylbenzoate synthase
Un	NZ_JODY01000005.1	156504	157469	-	-	-	IF23_RS31005	WP_078653847.1	321	aminoglycoside phosphotransferase family protein
Un	NZ_JODY01000005.1	157432	159537	-	-	-	IF23_RS0107815	WP_030281224.1	701	hypothetical protein
Un	NZ_JODY01000005.1	159595	160080	-	-	-	IF23_RS0107820	WP_037677632.1	161	hypothetical protein
Un	NZ_JODY01000005.1	160164	161213	-	-	-	IF23_RS0107825	WP_030281228.1	349	gfo/Idh/MocA family oxidoreductase
Un	NZ_JODY01000005.1	161299	162129	-	-	-	IF23_RS0107830	WP_030281234.1	276	hypothetical protein
Un	NZ_JODY01000005.1	162126	163172	-	-	-	IF23_RS0107835	WP_030281236.1	348	hypothetical protein
Un	NZ_JODY01000005.1	163214	164440	-	-	-	IF23_RS0107840	WP_051739386.1	408	hypothetical protein
Un	NZ_JODY01000005.1	165576	166646	+	-	-	IF23_RS0107845	WP_078653848.1	356	hypothetical protein
Un	NZ_JODY01000005.1	166720	167727	+	-	-	IF23_RS0107850	WP_051739390.1	335	thymidylate synthase
Un	NZ_JODY01000005.1	167610	168647	+	-	-	IF23_RS0107855	WP_078653849.1	345	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
Un	NZ_JODY01000005.1	168667	169338	-	-	-	IF23_RS31010	WP_030281246.1	223	N-acetyltransferase
Un	NZ_JODY01000005.1	169510	170496	+	-	-	IF23_RS0107865	WP_030281248.1	328	chitinase
Un	NZ_JODY01000005.1	170645	171529	-	-	-	IF23_RS0107870	WP_030281250.1	294	thioesterase
Un	NZ_JODY01000005.1	171526	171969	-	-	-	IF23_RS31930	WP_078653854.1	147	acyl carrier protein
Un	NZ_JODY01000006.1	321	1868	+	-	-	IF23_RS31935	WP_051739410.1	515	hypothetical protein
Un	NZ_JODY01000006.1	1993	2415	-	-	-	IF23_RS0107885	WP_030281272.1	140	DUF4345 domain-containing protein
Un	NZ_JODY01000006.1	2564	3169	+	-	-	IF23_RS0107890	WP_030281274.1	201	TetR/AcrR family transcriptional regulator
Un	NZ_JODY01000006.1	3386	4414	+	-	-	IF23_RS0107895	WP_030281276.1	342	L-threonine 3-dehydrogenase
Un	NZ_JODY01000006.1	4507	5709	+	-	-	IF23_RS0107900	WP_030281278.1	400	glycine C-acetyltransferase
Un	NZ_JODY01000006.1	5732	6661	+	-	-	IF23_RS0107905	WP_030281280.1	309	LysR family transcriptional regulator
Un	NZ_JODY01000006.1	6713	7642	-	-	-	IF23_RS0107910	WP_030281282.1	309	dihydrofolate reductase
Un	NZ_JODY01000006.1	7782	9119	+	-	-	IF23_RS0107915	WP_051739411.1	445	MFS transporter
Un	NZ_JODY01000006.1	9165	9923	+	-	-	IF23_RS0107920	WP_030281286.1	252	IclR family transcriptional regulator
Un	NZ_JODY01000006.1	10084	10896	+	-	-	IF23_RS0107925	WP_030281289.1	270	acyltransferase
Un	NZ_JODY01000006.1	11094	11453	+	-	-	IF23_RS0107930	WP_037677721.1	119	hypothetical protein
Un	NZ_JODY01000006.1	11516	12109	+	-	-	IF23_RS0107935	WP_030281293.1	197	DinB family protein
Un	NZ_JODY01000006.1	12225	14372	-	-	-	IF23_RS0107940	WP_037677703.1	715	xanthine dehydrogenase family protein molybdopterin-binding subunit
Un	NZ_JODY01000006.1	14369	15361	-	-	-	IF23_RS0107945	WP_030281295.1	330	xanthine dehydrogenase family protein subunit M
Un	NZ_JODY01000006.1	15358	15951	-	-	-	IF23_RS0107950	WP_030281296.1	197	(2Fe-2S)-binding protein
Un	NZ_JODY01000006.1	16281	16856	+	-	-	IF23_RS0107955	WP_030281297.1	191	TetR/AcrR family transcriptional regulator
Un	NZ_JODY01000006.1	16863	17609	-	-	-	IF23_RS0107960	WP_030281298.1	248	AraC family transcriptional regulator
Un	NZ_JODY01000006.1	17759	18898	+	-	-	IF23_RS0107965	WP_030281299.1	379	MFS transporter
Un	NZ_JODY01000006.1	18906	19643	-	-	-	IF23_RS0107970	WP_030281301.1	245	class I SAM-dependent methyltransferase
Un	NZ_JODY01000006.1	19721	21109	-	-	-	IF23_RS0107975	WP_030281303.1	462	N-acetyltransferase
Un	NZ_JODY01000006.1	21230	22828	-	-	-	IF23_RS0107980	WP_030281305.1	532	alkaline phosphatase
Un	NZ_JODY01000006.1	23068	23808	-	-	-	IF23_RS0107985	WP_030281307.1	246	VOC family protein
Un	NZ_JODY01000006.1	24114	24860	+	-	-	IF23_RS0107990	WP_030281309.1	248	GntR family transcriptional regulator
Un	NZ_JODY01000006.1	25831	26988	-	-	-	IF23_RS0108000	WP_030281311.1	385	ROK family protein
Un	NZ_JODY01000006.1	27077	27640	-	-	-	IF23_RS0108005	WP_030281312.1	187	G/U mismatch-specific DNA glycosylase
Un	NZ_JODY01000006.1	27643	29076	-	-	-	IF23_RS0108010	WP_030281314.1	477	adenylosuccinate lyase
Un	NZ_JODY01000006.1	29177	29947	-	-	-	IF23_RS0108015	WP_030281316.1	256	SGNH/GDSL hydrolase family protein
Un	NZ_JODY01000006.1	30024	30647	+	-	-	IF23_RS0108020	WP_030281318.1	207	TetR/AcrR family transcriptional regulator
Un	NZ_JODY01000006.1	30720	31943	-	-	-	IF23_RS0108025	WP_030281320.1	407	FAD-dependent oxidoreductase
Un	NZ_JODY01000006.1	32127	33146	-	-	-	IF23_RS0108030	WP_030281322.1	339	HlyC/CorC family transporter
Un	NZ_JODY01000006.1	33143	34486	-	-	-	IF23_RS0108035	WP_030281324.1	447	HlyC/CorC family transporter
Un	NZ_JODY01000006.1	34784	35959	-	-	-	IF23_RS0108040	WP_078653869.1	391	acyltransferase
Un	NZ_JODY01000006.1	36252	36686	-	-	-	IF23_RS0108045	WP_030281328.1	144	N-acetyltransferase
Un	NZ_JODY01000006.1	36779	37675	-	-	-	IF23_RS0108050	WP_030281330.1	298	TIGR03621 family F420-dependent LLM class oxidoreductase
Un	NZ_JODY01000006.1	38012	38524	+	-	-	IF23_RS0108055	WP_030281332.1	170	toxin-antitoxin system HicB family antitoxin
Un	NZ_JODY01000006.1	38626	39471	+	-	-	IF23_RS0108060	WP_030281334.1	281	hypothetical protein
Un	NZ_JODY01000006.1	39667	40902	+	-	-	IF23_RS0108065	WP_030281336.1	411	cytochrome P450
Un	NZ_JODY01000006.1	41114	42088	+	-	-	IF23_RS0108070	WP_078653855.1	324	multidrug resistance efflux transporter family protein
Un	NZ_JODY01000006.1	42193	42462	+	-	-	IF23_RS0108075	WP_030281340.1	89	hypothetical protein
Un	NZ_JODY01000006.1	42459	42830	+	-	-	IF23_RS0108080	WP_030281342.1	123	hypothetical protein
Un	NZ_JODY01000006.1	43036	44307	+	-	-	IF23_RS0108085	WP_051739413.1	423	MFS transporter
Un	NZ_JODY01000006.1	44273	45064	-	-	-	IF23_RS0108090	WP_030281346.1	263	class I SAM-dependent methyltransferase
Un	NZ_JODY01000006.1	45135	45836	-	-	-	IF23_RS0108095	WP_030281348.1	233	ATP-dependent dethiobiotin synthetase BioD
Un	NZ_JODY01000006.1	45913	47217	-	-	-	IF23_RS0108100	WP_030281350.1	434	adenosylmethionine--8-amino-7-oxononanoate transaminase
Un	NZ_JODY01000006.1	47210	48394	-	-	-	IF23_RS0108105	WP_030281353.1	394	biotin synthase BioB
Un	NZ_JODY01000006.1	48595	49800	+	-	-	IF23_RS0108110	WP_078653856.1	401	8-amino-7-oxononanoate synthase
Un	NZ_JODY01000006.1	50061	50489	+	-	-	IF23_RS0108115	WP_030281356.1	142	ATP-binding protein
Un	NZ_JODY01000006.1	50506	50970	-	-	-	IF23_RS0108120	WP_030281357.1	154	NlpC/P60 family protein
Un	NZ_JODY01000006.1	51607	52602	-	-	-	IF23_RS0108125	WP_078653857.1	331	peptidase M28
Un	NZ_JODY01000006.1	53073	53375	+	-	-	IF23_RS0108130	WP_030281359.1	100	urease subunit gamma
Un	NZ_JODY01000006.1	53393	53704	+	-	-	IF23_RS0108135	WP_030281360.1	103	urease subunit beta
Un	NZ_JODY01000006.1	53697	55418	+	-	-	IF23_RS0108140	WP_030281361.1	573	urease subunit alpha
Un	NZ_JODY01000006.1	55470	56144	+	-	-	IF23_RS0108145	WP_030281362.1	224	urease accessory protein UreF
Un	NZ_JODY01000006.1	56221	56922	+	-	-	IF23_RS0108150	WP_030281364.1	233	urease accessory protein UreG
Un	NZ_JODY01000006.1	56919	57749	+	-	-	IF23_RS0108155	WP_030281366.1	276	urease accessory protein
Un	NZ_JODY01000006.1	57813	58187	-	-	-	IF23_RS0108160	WP_030281368.1	124	hypothetical protein
Un	NZ_JODY01000006.1	58300	58689	-	-	-	IF23_RS0108165	WP_030281369.1	129	diacylglyceryl transferase
Un	NZ_JODY01000006.1	58748	60127	-	-	-	IF23_RS31940	WP_051739414.1	459	hypothetical protein
Un	NZ_JODY01000006.1	60242	60628	-	-	-	IF23_RS0108175	WP_030281373.1	128	hypothetical protein
Un	NZ_JODY01000006.1	61136	62806	+	-	-	IF23_RS0108180	WP_051739415.1	556	alpha/beta hydrolase
Un	NZ_JODY01000006.1	62996	63973	+	-	-	IF23_RS0108185	WP_030281377.1	325	LacI family transcriptional regulator
Un	NZ_JODY01000006.1	64221	64970	+	-	-	IF23_RS0108190	WP_030281379.1	249	dienelactone hydrolase family protein
Un	NZ_JODY01000006.1	66296	67669	+	-	-	IF23_RS0108195	WP_030281381.1	457	NCS2 family permease
Un	NZ_JODY01000006.1	67695	69419	+	-	-	IF23_RS0108200	WP_030281383.1	574	adenine deaminase
Un	NZ_JODY01000006.1	69586	70002	+	-	-	IF23_RS0108205	WP_030281385.1	138	protease inhibitor
Un	NZ_JODY01000006.1	70281	71231	-	-	-	IF23_RS0108215	WP_030281389.1	316	cytochrome c oxidase assembly protein
Un	NZ_JODY01000006.1	71351	72376	-	-	-	IF23_RS0108220	WP_030281391.1	341	ATP-dependent 6-phosphofructokinase
Un	NZ_JODY01000006.1	72545	73273	-	-	-	IF23_RS0108225	WP_030281393.1	242	glutamine amidotransferase
Un	NZ_JODY01000006.1	73303	74541	-	-	-	IF23_RS0108230	WP_030281395.1	412	DUF1727 domain-containing protein
Un	NZ_JODY01000006.1	74731	75288	+	-	-	IF23_RS0108235	WP_030281397.1	185	peptide deformylase
Un	NZ_JODY01000006.1	75319	75963	-	-	-	IF23_RS0108240	WP_030281399.1	214	TetR/AcrR family transcriptional regulator
Un	NZ_JODY01000006.1	76126	77352	+	-	-	IF23_RS0108245	WP_030281401.1	408	acyl-CoA dehydrogenase
Un	NZ_JODY01000006.1	77458	78228	-	-	-	IF23_RS0108250	WP_030281403.1	256	alpha/beta hydrolase
Un	NZ_JODY01000006.1	78556	80337	+	-	-	IF23_RS0108255	WP_078653858.1	593	glyoxylate carboligase
Un	NZ_JODY01000006.1	80722	80949	+	-	-	IF23_RS0108260	WP_030281406.1	75	hypothetical protein
Un	NZ_JODY01000006.1	81117	81626	+	-	-	IF23_RS0108265	WP_030281409.1	169	methylated-DNA-
Un	NZ_JODY01000006.1	81694	82431	+	-	-	IF23_RS0108270	WP_030281411.1	245	proline hydroxylase
Un	NZ_JODY01000006.1	82500	83537	+	-	-	IF23_RS0108275	WP_030281413.1	345	aminoglycoside phosphotransferase
Un	NZ_JODY01000006.1	84280	86622	+	-	-	IF23_RS31020	WP_051739416.1	780	MFS transporter
Un	NZ_JODY01000006.1	86693	87826	-	-	-	IF23_RS0108285	WP_030281417.1	377	oxidoreductase
Un	NZ_JODY01000006.1	88925	89107	+	-	-	IF23_RS0108290	WP_030281418.1	60	pyrroloquinoline quinone precursor peptide PqqA
Un	NZ_JODY01000006.1	89371	90129	+	-	-	IF23_RS0108295	WP_051739417.1	252	pyrroloquinoline quinone biosynthesis protein PqqC
Un	NZ_JODY01000006.1	90126	90383	+	-	-	IF23_RS0108300	WP_030281420.1	85	pyrroloquinoline quinone biosynthesis peptide chaperone PqqD
Un	NZ_JODY01000006.1	90425	91540	+	-	-	IF23_RS0108305	WP_037677732.1	371	pyrroloquinoline quinone biosynthesis protein PqqE
Un	NZ_JODY01000006.1	91540	92562	+	-	-	IF23_RS0108310	WP_030281422.1	340	chitinase
Un	NZ_JODY01000006.1	93045	93917	-	-	-	IF23_RS0108320	WP_030281423.1	290	undecaprenyl-diphosphate phosphatase
Un	NZ_JODY01000006.1	94093	94965	-	-	-	IF23_RS0108325	WP_078653870.1	290	TVP38/TMEM64 family protein
Un	NZ_JODY01000006.1	94934	95788	+	-	-	IF23_RS0108330	WP_030281427.1	284	spermidine synthase-like protein
Un	NZ_JODY01000006.1	95810	97237	-	-	-	IF23_RS0108335	WP_078653871.1	475	MFS transporter
Un	NZ_JODY01000006.1	97245	97700	+	-	-	IF23_RS0108340	WP_030281431.1	151	DUF4442 domain-containing protein
Un	NZ_JODY01000006.1	97883	98536	+	-	-	IF23_RS0108345	WP_030281433.1	217	DedA family protein
Un	NZ_JODY01000006.1	98589	98798	-	-	-	IF23_RS0108350	WP_030281435.1	69	hypothetical protein
Un	NZ_JODY01000006.1	99022	99972	+	-	-	IF23_RS0108355	WP_030281437.1	316	KR domain-containing protein
Un	NZ_JODY01000006.1	100142	100672	+	-	-	IF23_RS0108360	WP_030281439.1	176	gamma carbonic anhydrase family protein
Un	NZ_JODY01000006.1	100759	101535	+	-	-	IF23_RS0108365	WP_030281442.1	258	acyltransferase
Un	NZ_JODY01000006.1	101747	102304	+	-	-	IF23_RS0108370	WP_030281444.1	185	hypothetical protein
Un	NZ_JODY01000006.1	102311	102805	-	-	-	IF23_RS0108375	WP_030281446.1	164	N-acetyltransferase
Un	NZ_JODY01000006.1	102857	103264	-	-	-	IF23_RS0108380	WP_030281448.1	135	CoA-binding protein
Un	NZ_JODY01000006.1	103454	104233	-	-	-	IF23_RS0108385	WP_030281450.1	259	hypothetical protein
Un	NZ_JODY01000006.1	104467	105093	+	-	-	IF23_RS0108390	WP_030281452.1	208	YigZ family protein
Un	NZ_JODY01000006.1	105224	106390	+	-	-	IF23_RS0108395	WP_030281457.1	388	exonuclease SbcCD subunit D
Un	NZ_JODY01000006.1	106387	109497	+	-	-	IF23_RS0108400	WP_030281459.1	1036	SMC family ATPase
Un	NZ_JODY01000006.1	109942	110856	+	-	-	IF23_RS0108405	WP_030281461.1	304	pyrroloquinoline quinone biosynthesis protein PqqB
Un	NZ_JODY01000006.1	111047	112219	+	-	-	IF23_RS0108410	WP_030281463.1	390	histidine kinase
Un	NZ_JODY01000006.1	112224	112874	+	-	-	IF23_RS0108415	WP_030281465.1	216	DNA-binding response regulator
Un	NZ_JODY01000006.1	112972	114543	+	-	-	IF23_RS0108420	WP_078653859.1	523	alpha/beta hydrolase
Un	NZ_JODY01000006.1	114599	116098	-	-	-	IF23_RS0108425	WP_051739419.1	499	amidase
Un	NZ_JODY01000006.1	116983	119625	+	-	-	IF23_RS0108430	WP_078653860.1	880	peptide synthetase
Un	NZ_JODY01000006.1	123261	124265	+	-	-	IF23_RS0108440	WP_030281474.1	334	hypothetical protein
Un	NZ_JODY01000006.1	124262	125320	+	-	-	IF23_RS0108445	WP_030281476.1	352	2,3-diaminopropionate biosynthesis protein SbnB
Un	NZ_JODY01000006.1	125357	126343	+	-	-	IF23_RS0108450	WP_030281478.1	328	2,3-diaminopropionate biosynthesis protein SbnA
Un	NZ_JODY01000006.1	126548	127630	+	-	-	IF23_RS0108455	WP_078653861.1	360	hypothetical protein
Un	NZ_JODY01000006.1	127691	128509	-	-	-	IF23_RS0108460	WP_030281482.1	272	SAM-dependent methyltransferase
Un	NZ_JODY01000006.1	128727	129182	+	-	-	IF23_RS0108465	WP_037677715.1	151	ASCH domain-containing protein
Un	NZ_JODY01000006.1	129282	129734	-	-	-	IF23_RS31945	WP_051739420.1	150	hypothetical protein
Un	NZ_JODY01000006.1	129849	130658	+	-	-	IF23_RS0108475	WP_078653862.1	269	hypothetical protein
Un	NZ_JODY01000006.1	130665	131231	-	-	-	IF23_RS0108480	WP_078653863.1	188	hypothetical protein
Un	NZ_JODY01000006.1	131330	132217	+	-	-	IF23_RS0108485	WP_030281492.1	295	LysR family transcriptional regulator
Un	NZ_JODY01000006.1	132915	135605	-	-	-	IF23_RS0108495	WP_051739422.1	896	hypothetical protein
Un	NZ_JODY01000006.1	135638	135826	-	-	-	IF23_RS0108500	WP_030281498.1	62	hypothetical protein
Un	NZ_JODY01000006.1	135849	136163	-	-	-	IF23_RS32485	WP_078653864.1	104	hypothetical protein
Un	NZ_JODY01000006.1	136371	137123	+	-	-	IF23_RS32490	WP_078653865.1	250	hypothetical protein
Un	NZ_JODY01000006.1	137670	138344	-	-	-	IF23_RS0108510	WP_030281502.1	224	HdeD family acid-resistance protein
Un	NZ_JODY01000006.1	139067	139900	+	-	-	IF23_RS0108515	WP_030281503.1	277	DUF2993 domain-containing protein
Un	NZ_JODY01000006.1	139967	140599	-	-	-	IF23_RS0108520	WP_030281505.1	210	DJ-1/PfpI family protein
Un	NZ_JODY01000006.1	140643	141590	-	-	-	IF23_RS0108525	WP_030281507.1	315	GlxA family transcriptional regulator
Un	NZ_JODY01000006.1	141683	142504	-	-	-	IF23_RS0108530	WP_078653872.1	273	AraC family transcriptional regulator
Un	NZ_JODY01000006.1	142584	142961	+	-	-	IF23_RS0108535	WP_030281511.1	125	hypothetical protein
Un	NZ_JODY01000006.1	142977	143930	-	-	-	IF23_RS0108540	WP_030281513.1	317	LysR family transcriptional regulator
Un	NZ_JODY01000006.1	144014	144775	+	-	-	IF23_RS0108545	WP_030281516.1	253	sulfite exporter TauE/SafE family protein
Un	NZ_JODY01000006.1	144992	145846	+	-	-	IF23_RS0108550	WP_030281518.1	284	NAD(P)-dependent oxidoreductase
Un	NZ_JODY01000006.1	145935	146696	-	-	-	IF23_RS0108555	WP_030281520.1	253	DUF4239 domain-containing protein
Un	NZ_JODY01000006.1	146915	147376	+	-	-	IF23_RS32495	WP_078653866.1	153	hypothetical protein
Un	NZ_JODY01000006.1	147766	148308	+	-	-	IF23_RS0108570	WP_030281522.1	180	class I SAM-dependent methyltransferase
Un	NZ_JODY01000006.1	148329	149066	-	-	-	IF23_RS0108575	WP_051739425.1	245	thioesterase
Un	NZ_JODY01000006.1	149063	155095	-	-	-	IF23_RS0108580	WP_030281526.1	2010	hypothetical protein
